===============================================================================
EXTENSION NAME : linecount
EXTENSION VERSION : 0.1.7
-------------------------------------------------------------------------------
count time : 2019-05-17 16:55:53
count workspace : c:\Users\bigol\Desktop\repos\dh-unit\Project\Assets
total files : 3261
total code lines : 610316
total comment lines : 13463
total blank lines : 12214

Cirrus.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\Editor.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\Editor\ForceCustomObjectPickerAttributeEditor.cs, code is 24, comment is 0, blank is 5.
External\Devdog\General\Serialization\Attributes\Editor\ForceCustomObjectPickerAttributeEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\Editor\InspectorReadOnlyAttributeEditor.cs, code is 20, comment is 0, blank is 3.
External\Devdog\General\Serialization\Attributes\Editor\InspectorReadOnlyAttributeEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\Editor\RequiredAttributeEditor.cs, code is 29, comment is 0, blank is 7.
External\Devdog\General\Serialization\Attributes\Editor\RequiredAttributeEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\ForceCustomObjectPickerAttribute.cs, code is 12, comment is 0, blank is 2.
External\Devdog\General\Serialization\Attributes\ForceCustomObjectPickerAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\ForceStandardObjectPickerAttribute.cs, code is 12, comment is 0, blank is 2.
External\Devdog\General\Serialization\Attributes\ForceStandardObjectPickerAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\HideGroupAttribute.cs, code is 21, comment is 0, blank is 3.
External\Devdog\General\Serialization\Attributes\HideGroupAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\HideInCreationWindowAttribute.cs, code is 15, comment is 0, blank is 1.
External\Devdog\General\Serialization\Attributes\HideInCreationWindowAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\HideInPropertiesAttribute.cs, code is 14, comment is 3, blank is 3.
External\Devdog\General\Serialization\Attributes\HideInPropertiesAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\HideTypePicker.cs, code is 15, comment is 0, blank is 2.
External\Devdog\General\Serialization\Attributes\HideTypePicker.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\IgnoreCustomSerializationAttribute.cs, code is 12, comment is 0, blank is 2.
External\Devdog\General\Serialization\Attributes\IgnoreCustomSerializationAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\InspectorReadOnlyAttribute.cs, code is 14, comment is 0, blank is 4.
External\Devdog\General\Serialization\Attributes\InspectorReadOnlyAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\OnlyDerivedTypesAttribute.cs, code is 19, comment is 0, blank is 5.
External\Devdog\General\Serialization\Attributes\OnlyDerivedTypesAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\RequiredAttribute.cs, code is 12, comment is 0, blank is 2.
External\Devdog\General\Serialization\Attributes\RequiredAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Attributes\SummaryAttribute.cs, code is 17, comment is 3, blank is 2.
External\Devdog\General\Serialization\Attributes\SummaryAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\BetterMonoBehaviour.cs, code is 35, comment is 6, blank is 7.
External\Devdog\General\Serialization\BetterMonoBehaviour.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\BetterScriptableObject.cs, code is 33, comment is 6, blank is 8.
External\Devdog\General\Serialization\BetterScriptableObject.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\BetterSerializationModel.cs, code is 32, comment is 1, blank is 7.
External\Devdog\General\Serialization\BetterSerializationModel.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Editor.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\Serialization\Editor\AotHelpers.cs, code is 26, comment is 52, blank is 4.
External\Devdog\General\Serialization\Editor\AotHelpers.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Editor\BetterMonoBehaviourEditor.cs, code is 10, comment is 0, blank is 2.
External\Devdog\General\Serialization\Editor\BetterMonoBehaviourEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Editor\BetterScriptableObjectEditor.cs, code is 11, comment is 0, blank is 3.
External\Devdog\General\Serialization\Editor\BetterScriptableObjectEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Editor\BetterUnityEditorBase.cs, code is 49, comment is 2, blank is 14.
External\Devdog\General\Serialization\Editor\BetterUnityEditorBase.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Editor\CustomDrawers.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\Serialization\Editor\CustomDrawers\AssetDrawer.cs, code is 48, comment is 0, blank is 6.
External\Devdog\General\Serialization\Editor\CustomDrawers\AssetDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\fsUnityEngineObjectConverter.cs, code is 111, comment is 6, blank is 21.
External\Devdog\General\Serialization\fsUnityEngineObjectConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Generated.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\Serialization\Generated\AotConverter.Devdog.General.LocalizedAudioClipInfo.cs, code is 38, comment is 0, blank is 11.
External\Devdog\General\Serialization\Generated\AotConverter.Devdog.General.LocalizedAudioClipInfo.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\Generated\AotConverter.Devdog.General.MotionInfo.cs, code is 30, comment is 0, blank is 9.
External\Devdog\General\Serialization\Generated\AotConverter.Devdog.General.MotionInfo.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Serialization\JsonSerializer.cs, code is 112, comment is 3, blank is 14.
External\Devdog\General\Serialization\JsonSerializer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source.meta, code is 7, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters.meta, code is 7, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsArrayConverter.cs, code is 56, comment is 3, blank is 21.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsArrayConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsDateConverter.cs, code is 75, comment is 5, blank is 16.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsDateConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsDictionaryConverter.cs, code is 116, comment is 24, blank is 31.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsDictionaryConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsEnumConverter.cs, code is 73, comment is 13, blank is 19.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsEnumConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsForwardConverter.cs, code is 53, comment is 18, blank is 15.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsForwardConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsGuidConverter.cs, code is 29, comment is 3, blank is 7.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsGuidConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsIEnumerableConverter.cs, code is 102, comment is 17, blank is 26.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsIEnumerableConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsKeyValuePairConverter.cs, code is 47, comment is 0, blank is 15.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsKeyValuePairConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsNullableConverter.cs, code is 19, comment is 6, blank is 4.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsNullableConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsPrimitiveConverter.cs, code is 101, comment is 3, blank is 21.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsPrimitiveConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsReflectedConverter.cs, code is 64, comment is 8, blank is 21.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsReflectedConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsTypeConverter.cs, code is 35, comment is 1, blank is 8.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsTypeConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsWeakReferenceConverter.cs, code is 46, comment is 3, blank is 16.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\fsWeakReferenceConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\AnimationCurve.DirectConverter.cs, code is 37, comment is 0, blank is 10.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\AnimationCurve.DirectConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\Bounds.DirectConverter.cs, code is 33, comment is 0, blank is 9.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\Bounds.DirectConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\Gradient.DirectConverter.cs, code is 33, comment is 0, blank is 9.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\Gradient.DirectConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\GUIStyle.DirectConverter.cs, code is 129, comment is 0, blank is 33.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\GUIStyle.DirectConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\GUIStyleState.DirectConverter.cs, code is 33, comment is 0, blank is 9.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\GUIStyleState.DirectConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\Keyframe.DirectConverter.cs, code is 45, comment is 0, blank is 12.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\Keyframe.DirectConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\LayerMask.DirectConverter.cs, code is 29, comment is 0, blank is 8.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\LayerMask.DirectConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\Rect.DirectConverter.cs, code is 41, comment is 0, blank is 11.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\Rect.DirectConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\RectOffset.DirectConverter.cs, code is 41, comment is 0, blank is 11.
External\Devdog\General\ThirdParty\FullSerializer\Source\Converters\Unity\RectOffset.DirectConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsAotCompilationManager.cs, code is 96, comment is 25, blank is 11.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsAotCompilationManager.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsBaseConverter.cs, code is 64, comment is 40, blank is 15.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsBaseConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsConfig.cs, code is 25, comment is 52, blank is 12.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsConfig.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsContext.cs, code is 23, comment is 19, blank is 5.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsContext.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsConverter.cs, code is 6, comment is 8, blank is 1.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsConverterRegistrar.cs, code is 17, comment is 12, blank is 7.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsConverterRegistrar.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsData.cs, code is 226, comment is 110, blank is 58.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsData.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsDirectConverter.cs, code is 26, comment is 7, blank is 6.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsDirectConverter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsExceptions.cs, code is 12, comment is 2, blank is 3.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsExceptions.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsIgnoreAttribute.cs, code is 6, comment is 3, blank is 1.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsIgnoreAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsISerializationCallbacks.cs, code is 55, comment is 28, blank is 14.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsISerializationCallbacks.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsJsonParser.cs, code is 374, comment is 54, blank is 79.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsJsonParser.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsJsonPrinter.cs, code is 210, comment is 38, blank is 39.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsJsonPrinter.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsMemberSerialization.cs, code is 7, comment is 12, blank is 2.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsMemberSerialization.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsObjectAttribute.cs, code is 16, comment is 30, blank is 6.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsObjectAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsObjectProcessor.cs, code is 11, comment is 51, blank is 6.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsObjectProcessor.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsPropertyAttribute.cs, code is 14, comment is 10, blank is 4.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsPropertyAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsResult.cs, code is 93, comment is 70, blank is 24.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsResult.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsSerializer.cs, code is 481, comment is 234, blank is 128.
External\Devdog\General\ThirdParty\FullSerializer\Source\fsSerializer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Internal.meta, code is 7, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Internal\fsCyclicReferenceManager.cs, code is 68, comment is 4, blank is 18.
External\Devdog\General\ThirdParty\FullSerializer\Source\Internal\fsCyclicReferenceManager.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Internal\fsOption.cs, code is 29, comment is 3, blank is 5.
External\Devdog\General\ThirdParty\FullSerializer\Source\Internal\fsOption.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Internal\fsPortableReflection.cs, code is 296, comment is 32, blank is 72.
External\Devdog\General\ThirdParty\FullSerializer\Source\Internal\fsPortableReflection.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Internal\fsTypeExtensions.cs, code is 49, comment is 18, blank is 11.
External\Devdog\General\ThirdParty\FullSerializer\Source\Internal\fsTypeExtensions.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Internal\fsVersionedType.cs, code is 28, comment is 12, blank is 9.
External\Devdog\General\ThirdParty\FullSerializer\Source\Internal\fsVersionedType.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Internal\fsVersionManager.cs, code is 90, comment is 15, blank is 27.
External\Devdog\General\ThirdParty\FullSerializer\Source\Internal\fsVersionManager.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Reflection.meta, code is 7, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Reflection\fsMetaProperty.cs, code is 90, comment is 42, blank is 20.
External\Devdog\General\ThirdParty\FullSerializer\Source\Reflection\fsMetaProperty.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Reflection\fsMetaType.cs, code is 213, comment is 70, blank is 53.
External\Devdog\General\ThirdParty\FullSerializer\Source\Reflection\fsMetaType.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Reflection\fsReflectionUtility.cs, code is 30, comment is 12, blank is 7.
External\Devdog\General\ThirdParty\FullSerializer\Source\Reflection\fsReflectionUtility.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\FullSerializer\Source\Reflection\fsTypeCache.cs, code is 84, comment is 56, blank is 24.
External\Devdog\General\ThirdParty\FullSerializer\Source\Reflection\fsTypeCache.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\..LICENSE, code is 34, comment is 0, blank is 9.
External\Devdog\General\ThirdParty\UniLinq\..LICENSE.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\Check.cs, code is 123, comment is 27, blank is 15.
External\Devdog\General\ThirdParty\UniLinq\Check.cs.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\Enumerable.cs, code is 2379, comment is 35, blank is 702.
External\Devdog\General\ThirdParty\UniLinq\Enumerable.cs.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\Grouping.cs, code is 28, comment is 21, blank is 5.
External\Devdog\General\ThirdParty\UniLinq\Grouping.cs.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\IGrouping.cs, code is 8, comment is 28, blank is 1.
External\Devdog\General\ThirdParty\UniLinq\IGrouping.cs.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\ILookup.cs, code is 11, comment is 27, blank is 4.
External\Devdog\General\ThirdParty\UniLinq\ILookup.cs.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\IOrderedEnumerable.cs, code is 9, comment is 27, blank is 1.
External\Devdog\General\ThirdParty\UniLinq\IOrderedEnumerable.cs.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\Lookup.cs, code is 56, comment is 30, blank is 13.
External\Devdog\General\ThirdParty\UniLinq\Lookup.cs.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\OrderedEnumerable.cs, code is 30, comment is 28, blank is 8.
External\Devdog\General\ThirdParty\UniLinq\OrderedEnumerable.cs.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\OrderedSequence.cs, code is 40, comment is 29, blank is 9.
External\Devdog\General\ThirdParty\UniLinq\OrderedSequence.cs.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\QuickSort.cs, code is 43, comment is 32, blank is 12.
External\Devdog\General\ThirdParty\UniLinq\QuickSort.cs.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\SortContext.cs, code is 17, comment is 27, blank is 5.
External\Devdog\General\ThirdParty\UniLinq\SortContext.cs.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\SortDirection.cs, code is 9, comment is 27, blank is 1.
External\Devdog\General\ThirdParty\UniLinq\SortDirection.cs.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\ThirdParty\UniLinq\SortSequenceContext.cs, code is 38, comment is 27, blank is 9.
External\Devdog\General\ThirdParty\UniLinq\SortSequenceContext.cs.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\Triggers.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\Triggers\Editor.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\Triggers\Editor\TriggerEditor.cs, code is 113, comment is 1, blank is 27.
External\Devdog\General\Triggers\Editor\TriggerEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\Editor\TriggerRangeHandlerEditor.cs, code is 24, comment is 0, blank is 3.
External\Devdog\General\Triggers\Editor\TriggerRangeHandlerEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\IgnoreRangeTriggerRangeHandler.cs, code is 20, comment is 0, blank is 2.
External\Devdog\General\Triggers\IgnoreRangeTriggerRangeHandler.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\Interfaces.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\Triggers\Interfaces\ITriggerCallbacks.cs, code is 10, comment is 2, blank is 2.
External\Devdog\General\Triggers\Interfaces\ITriggerCallbacks.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\Interfaces\ITriggerInputHandler.cs, code is 11, comment is 3, blank is 2.
External\Devdog\General\Triggers\Interfaces\ITriggerInputHandler.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\Interfaces\ITriggerRangeHandler.cs, code is 11, comment is 0, blank is 1.
External\Devdog\General\Triggers\Interfaces\ITriggerRangeHandler.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\Interfaces\ITriggerWindowContainer.cs, code is 10, comment is 0, blank is 3.
External\Devdog\General\Triggers\Interfaces\ITriggerWindowContainer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\Selectors.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\Triggers\Selectors\BestTriggerSelectorBase.cs, code is 10, comment is 0, blank is 1.
External\Devdog\General\Triggers\Selectors\BestTriggerSelectorBase.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\Selectors\RangeBestTriggerSelector.cs, code is 35, comment is 6, blank is 7.
External\Devdog\General\Triggers\Selectors\RangeBestTriggerSelector.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\Selectors\RaycastBestTriggerSelector.cs, code is 31, comment is 4, blank is 5.
External\Devdog\General\Triggers\Selectors\RaycastBestTriggerSelector.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\Trigger.cs, code is 147, comment is 14, blank is 33.
External\Devdog\General\Triggers\Trigger.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\TriggerActionInfo.cs, code is 10, comment is 0, blank is 3.
External\Devdog\General\Triggers\TriggerActionInfo.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\TriggerBase.cs, code is 186, comment is 8, blank is 45.
External\Devdog\General\Triggers\TriggerBase.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\TriggerInputHandler.cs, code is 1, comment is 92, blank is 17.
External\Devdog\General\Triggers\TriggerInputHandler.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\TriggerInputHandlerBase.cs, code is 1, comment is 49, blank is 12.
External\Devdog\General\Triggers\TriggerInputHandlerBase.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\TriggerRangeHandler.cs, code is 60, comment is 1, blank is 10.
External\Devdog\General\Triggers\TriggerRangeHandler.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\TriggerRangeHandler2D.cs, code is 59, comment is 1, blank is 10.
External\Devdog\General\Triggers\TriggerRangeHandler2D.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\UI.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\Triggers\UI\TriggerUI.cs, code is 102, comment is 3, blank is 19.
External\Devdog\General\Triggers\UI\TriggerUI.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Triggers\Utilities.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\Triggers\Utilities\TriggerUtility.cs, code is 17, comment is 0, blank is 1.
External\Devdog\General\Triggers\Utilities\TriggerUtility.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\UI\Editor.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\Attributes.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\Attributes\CustomDrawerAttribute.cs, code is 22, comment is 0, blank is 3.
External\Devdog\General\UI\Editor\Attributes\CustomDrawerAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\Attributes\CustomObjectPickerAttribute.cs, code is 23, comment is 0, blank is 4.
External\Devdog\General\UI\Editor\Attributes\CustomObjectPickerAttribute.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\CrudEditors.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\CrudEditors\EditorCrudBase.cs, code is 309, comment is 48, blank is 85.
External\Devdog\General\UI\Editor\CrudEditors\EditorCrudBase.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\CrudEditors\EmptyEditor.cs, code is 96, comment is 4, blank is 20.
